external_id,original_format,original_format_type,value,units,source,measurement_type,reference,is_open,is_predicted
72,c31c4cccc1-c2c(cccc2)-c3ccc4,SMILES,-6,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
73,c41c(c3c(c2c1cccc2)cccc3)cccc4,SMILES,-6.74,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
74,c31c(c2c(cc1)cccc2)ccc4c3cccc4,SMILES,-8.06,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
75,c31c(cc2c(c1)cccc2)cc4c(c3)cccc4,SMILES,-8.6,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
76,c31c(cc2c(c1)cccc2)cccc3,SMILES,-6.35,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
77,c21c(cccc1)cccc2,SMILES,-3.6,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
78,C1(CC(CC1)C)(C)C,SMILES,-4.48,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
79,c1(ccc(cc1)-c2ccccc2)-c3ccccc3,SMILES,-7.11,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
80,c1(ccccc1)-c2ccccc2,SMILES,-4.31,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
81,c1(ccccc1)C=C,SMILES,-2.82,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
82,C2c1c4c(ccc1-c3c2cccc3)cccc4,SMILES,-6.68,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
83,C3c1c(cc2c(c1)cccc2)-c4c3cccc4,SMILES,-8.04,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
84,C2c1c(cccc1C)-c3c2cccc3,SMILES,-5.22,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
85,C2c1c(cccc1)-c3c2cccc3,SMILES,-4.91,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
86,C2Cc4c1c3c(ccc1C2)CCCc3cc4,SMILES,-5.96,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
87,C3Cc5c4c(cc2c1c(cc(cc1)C)ccc2c43)ccc5,SMILES,-7.92,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
88,C2Cc5c3c(cc1c4c(ccc1c32)cccc4)ccc5C,SMILES,-7.92,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
89,C2Cc5c3c(cc1c4c(ccc1c32)cccc4)ccc5,SMILES,-7.85,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
90,C1Cc3c2c(cccc21)ccc3,SMILES,-4.63,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
91,C2Cc1c(cccc1)C2,SMILES,-3.04,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
92,C2CCc1c(cccc1)C2,SMILES,-4.37,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
93,C1CCCC1,SMILES,-2.64,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
94,C1CCCCC1,SMILES,-3.1,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
95,C1CCCCCC1,SMILES,-3.52,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
96,C1CCCCCCC1,SMILES,-4.15,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
97,C1CCC=C(C1)C,SMILES,-3.27,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
98,C1CCC=CC1,SMILES,-2.59,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
99,C1CCC=CCC1,SMILES,-3.18,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
100,C1CC=CC1,SMILES,-2.1,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
101,C1C=CCC=C1,SMILES,-1.97,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
102,C1C=CC=CC=C1,SMILES,-2.15,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
103,C1C=CC=CC=C1,SMILES,-2.15,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
104,C1(CCCC1)CCCCC,SMILES,-6.08,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
105,C1(CCCC1)CCC,SMILES,-4.74,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
106,C1(CCCC1)C,SMILES,-3.3,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
107,C1(CCCCC1)CC,SMILES,-4.25,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
108,C1(CCCCC1)C,SMILES,-3.85,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
109,C1(CCC(CC1)C)C,SMILES,-4.47,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
110,C1(CCC(=CC1)C)C(=C)C,SMILES,-4,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
111,C21C(CCCC1)CCCC2,SMILES,-5.19,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
112,C1(C(CCCC1)C)C,SMILES,-4.27,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
113,c1ccccc1,SMILES,-1.64,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
114,C1=Cc3c2c(cccc21)ccc3,SMILES,-3.96,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
115,C(Cc1ccccc1)(C)(C)C,SMILES,-4.15,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
116,C(CCC)(C)(C)C,SMILES,-4.36,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
117,C(CCC(C)C)(C)(C)C,SMILES,-5.05,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
118,C(CC)(CC)(C)C,SMILES,-4.23,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
119,C(CC)(C)(C)c1ccccc1,SMILES,-4.15,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
120,C(CC)(C)(C)C,SMILES,-3.55,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
121,C(CC(C)C)(C)(C)C,SMILES,-4.74,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
122,C(C)(C)(C)c1ccccc1,SMILES,-3.66,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
123,C(C(C)C)(C)(C)C,SMILES,-4.36,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
124,C(c1ccccc1)c2ccccc2,SMILES,-4.17,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
125,C=C,SMILES,-0.4,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
126,C(Cc1ccccc1)c2ccccc2,SMILES,-4.62,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
127,C(Cc1ccccc1)C,SMILES,-3.37,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
128,C(CC(=C)C)C,SMILES,-3.03,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
129,C(CC#C)C,SMILES,-1.64,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
130,C(CCc1ccccc1)CC,SMILES,-4.64,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
131,C(CCC#C)CC,SMILES,-3.01,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
132,C(CCCC#C)CCC,SMILES,-4.24,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
133,C(CCCCCCCCCCCCC)CCCCCCCCCCCC,SMILES,-8.33,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
134,C(CCCCCCCCCC)CCCCCCCCC,SMILES,-8.17,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
135,C(CCCCCCCC)CCCCCCC,SMILES,-8.4,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
136,C(CCCCCCC)CCCCCC,SMILES,-7.96,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
137,C(CCCC)CCCC,SMILES,-5.88,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
138,C(CCCC)CCCC=C,SMILES,-5.51,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
139,C(CCCC)CCC,SMILES,-5.24,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
140,C(CCCC=C)CCC,SMILES,-5.05,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
141,C(CCC)CCc1ccccc1,SMILES,-5.21,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
142,C(CCC)CCC#C,SMILES,-3.66,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
143,C(CCC)CCC,SMILES,-4.53,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
144,C(CCC)CCC=C,SMILES,-4.44,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
145,C(CCC)CC,SMILES,-3.84,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
146,C(CCC=C)CC,SMILES,-3.73,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
147,C(CC)Cc1ccccc1,SMILES,-4.06,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
148,C(CC)CC#C,SMILES,-2.36,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
149,C(CC)CC,SMILES,-3.18,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
150,C(CC)CC=C,SMILES,-3.23,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
151,C(CC)CC=CC,SMILES,-3.82,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
152,C(CC)CC=CC,SMILES,-3.82,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
153,C(CC)C,SMILES,-2.57,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
154,C(CC=C)C,SMILES,-2.68,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
155,C(CC=C)C=C,SMILES,-2.68,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
156,C(C)c1c2c(ccc1)cccc2,SMILES,-4.17,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
157,C(C)c1c(cccc1)CC,SMILES,-3.28,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
158,C(C)c1c(cccc1)C,SMILES,-3.21,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
159,C(C)c3cc1c(cc2c(c1)cccc2)cc3,SMILES,-6.89,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
160,C(C)c1cc2c(cc1)cccc2,SMILES,-4.29,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
161,C(C)c1ccc(cc1)CC,SMILES,-3.75,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
162,C(C)c1ccc(cc1)C,SMILES,-3.11,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
163,C(C)c1ccccc1,SMILES,-2.77,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
164,C(C)C#CCC,SMILES,-1.99,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
165,C(C)C#C,SMILES,-1.24,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
166,C(C)C(=C)C,SMILES,-2.73,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
167,C(C)C,SMILES,-1.94,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
168,C(C)C=C,SMILES,-1.94,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
169,C(C)C=CC,SMILES,-2.54,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
170,C(C)C=CC,SMILES,-2.54,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
171,C(C=C)C=C,SMILES,-2.09,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
172,Cc2c1c4c(ccc1c(c3c2cccc3)C)cccc4,SMILES,-7.02,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
173,Cc3c4c(c1c(c2c(cc1)cccc2)c3)cccc4,SMILES,-6.57,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
174,Cc1c3c(c2c(c1C)cccc2)ccc4c3cccc4,SMILES,-7.01,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
175,Cc1c3c(c2c(c1)cccc2)ccc4c3cccc4,SMILES,-6.59,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
176,Cc3c1c(c2c(cc1)cccc2)ccc3,SMILES,-5.85,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
177,Cc1c3c(c(c2c1cccc2)C)cccc3,SMILES,-6.57,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
178,Cc1c2c(c(cc1)C)cccc2C,SMILES,-4.92,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
179,Cc1c2c(c(cc1)C)cccc2,SMILES,-4.14,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
180,Cc2c1c(c(ccc1)C)ccc2,SMILES,-4.74,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
181,Cc1c3c(cc2c1cccc2)cccc3,SMILES,-5.89,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
182,Cc1c2c(cc(c1)C)cccc2,SMILES,-4.29,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
183,Cc1c2c(ccc1)cccc2,SMILES,-3.7,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
184,Cc1c(c(c(c(c1C)C)C)C)C,SMILES,-5.23,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
185,Cc1c(c(cc(c1C)C)C)C,SMILES,-4,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
186,Cc1c(cc2c(c1)cccc2)C,SMILES,-4.72,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
187,Cc1c(cc(c(c1)C)C)C,SMILES,-4.59,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
188,Cc1c(ccc(c1)C)C,SMILES,-3.31,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
189,Cc1c(cccc1C)C,SMILES,-3.2,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
190,Cc1c(cccc1)C,SMILES,-2.8,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
191,Cc3cc1c(c2c(cc1)cccc2)cc3,SMILES,-5.84,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
192,Cc3cc1c(cc2c(c1)cccc2)cc3,SMILES,-6.96,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
193,Cc2cc1c(cc(cc1)C)cc2,SMILES,-4.89,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
194,Cc1cc2c(cc1)cccc2,SMILES,-3.77,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
195,Cc1cc(cc(c1)C)C,SMILES,-3.4,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
196,Cc1cc(ccc1)C,SMILES,-2.82,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
197,Cc1ccc(cc1)-c2ccccc2,SMILES,-4.62,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
198,Cc1ccc(cc1)C,SMILES,-2.77,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
199,Cc1ccccc1,SMILES,-2.21,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
200,CC#C,SMILES,-0.41,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
201,CC(=C)C(=C)C,SMILES,-2.4,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
202,CC(=C)C,SMILES,-2.33,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
203,CC(=C)C=C,SMILES,-2.03,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
204,CC(=CC)C,SMILES,-2.56,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
205,CC,SMILES,-1.36,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
206,CC=C,SMILES,-1.08,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
207,C,SMILES,-0.9,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
208,C#C,SMILES,0.29,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
209,C(Cc1ccccc1)(C)C,SMILES,-4.12,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
210,C(CCCCC)(C)C,SMILES,-5.08,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
211,C(CCCC)(CC)C,SMILES,-5.16,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
212,C(CCC)(C)C,SMILES,-3.74,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
213,C(CC)(CC)C,SMILES,-3.68,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
214,C(CC)(C)c1ccccc1,SMILES,-3.89,log units,Gharagheizi2011,logS,gharagheizi_2011,TRUE,FALSE
