external_id,original_format,original_format_type,value,units,source,measurement_type,reference,is_open,is_predicted
35,C[C@@]([H])(CC#N)N(C)CC(=O)N(C)C1=C/C=C(/[Cl])C=C1C(=O)C2=CC=C/C=C2/[F],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
36,CC[C@@]1([H])CN(C)CC[C@@]1(OC(=O)CC)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
37,CC[C@@](O)([H])C(C[C@@](C)([H])N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
38,CN[S](=O)(=O)C2=CC(C(=O)NC[C@@]1([H])CCCN1CC=C)=C(OC)C=C2N,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
39,OC(=O)CN1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
40,CCC5(CC)O[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
41,C[C@@]5(O[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO)C6=CC=CC=C6,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
42,CC(=O)OCC(=O)[C@@]25O[C@@]1(CCCC1)O[C@@]2([H])C[C@@]6([H])[C@@]4([H])CCC3=CC(=O)C=C[C@@]3(C)[C@@]4([F])[C@@](O)([H])C[C@@]56C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
43,CCC(=O)O[C@@]3(C(=O)COC)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
44,C/C1=C/C=CC(C)=C1NC(=O)C2=C/C=C(/N)C=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
45,CC(C)([H])N2C=C3C[C@@]1([H])N(C)C[C@@]([H])(C[C@@]1([H])C4=CC=CC2=C34)C(=O)N[C@@]5([H])CCCCC5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
46,C[C@@]([H])(C/C1=C/C=CC=C1)N[C@@]([H])(C#N)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
47,OC(=O)CCCCCCN[C@@]2([H])C1=CC=CC=C1CCC3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
48,CCN1CCC[C@@]1([H])CNC(=O)C2=C/C(=C(/N)C=C2OC)[S](=O)(=O)CC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
49,CN(C)(=O)CC/C=C2/C1=CC=CC=C1CCC3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
50,CC(C)([H])CCO[C@@]([H])(CN1CCCC1)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
51,CCNC(=O)N3CCN(CCCC([H])(C1=C/C=C(/[F])C=C1)C2=C/C=C(/[F])C=C2)CC3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
52,N/C1=C/C=CC(=C1)N2C=CC=CC2=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
53,C[C@@](N)([H])C/C1=C/C=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
54,CN(C)C1=CN=CC=N1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
55,CCC(C)(C)O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
56,CCOC(=O)[C@@]2(CCN(CC/C1=C/C=C(/N)C=C1)CC2)C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
57,CO/C1=C/C=C(C=C1)C(=O)N2CCCC2=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
58,CO/C2=C/C=1OC(=O)C(C)=C(C)C=1/C=C2/OCCCN3CCN(CC3)C4=CC=C/C=C4/OC,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
59,CCCNC(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCN2CCCC2)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
60,CN2CCC1=CC=CC3=C1[C@@]2([H])CC4=C/C=C(/O)C(O)=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
61,CC(C)([H])C1(CC=C)C(=O)NC(=O)NC1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
62,[Cl]/C4=C/C=CC(N3CCN(CCCCO/C2=C/C=C1CCC(=O)NC1=C2)CC3)=C4[Cl],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
63,OC[C@@](O)([H])[C@@]1([H])OC(=O)C(O)=C1O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
64,CC(=O)O/C1=C/C=C/C=C1/C(O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
65,CCN(CC)C2=C/C=C(/NC(=O)C1=CC=C/C=C1/N)C(C)=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
66,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)OC(=O)[C@@](C)(CO)C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
67,CN1(=O)[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)OC(=O)[C@@]([H])(CO)C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
68,CN(C(=O)CNC(=O)[C@@](N)([H])CCCCN)C1=C/C=C(/[Cl])C=C1C(=O)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
69,[Cl]/C2=C/C=C1N(C(=O)NC1=C2)[C@@]3([H])CCN(CC3)C[C@@]5([H])COC4=CC=CC=C4O5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
70,N/C1=C/C=C(C=C1)[S](=O)(=O)N3CC2([H])CCC([H])(CC2)C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
71,[F]/C1=C/C=C(C=C1)C(=O)CCCN3CCN2CCC[C@@]2([H])C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
72,OC(/C1=C/C=CC=C1)(C2=CC=CC=C2)C3([H])CCNCC3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
73,O=C1NCCN1[C@@]4([H])CCN(CC[C@@]3([H])COC2=CC=CC=C2O3)CC4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
74,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCN(CC2)C3=CC=CC=N3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
75,[H][C@@]13CNCCN1CCC2=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
76,C3CNCC2=CC1=CC=CC=C1N2C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
77,CN(CC/C2=C/C3=CC=CC=4CCC1=CC=CC=C1N2C3=4)C/C5=C/C=CC=C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
78,[F]/C1=C/C=C(C=C1)[C@@]4([H])C[C@@]5([H])CN(CCN3C(=O)NC2=CC=CC=C2C3=O)C[C@@]45[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
79,CCN(CCO)CCN2C(C/C1=C/C=CC=C1)=NC=3N(C)C(=O)N(C)C(=O)C2=3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
80,CCC1(CC)C(=O)NC(=O)NC1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
81,CN1CCN(CC1)C3=NC2=CC=CC=C2CC4=NC(C)=NN34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
82,[Cl]CCC(=O)NC/C1=C/C=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
83,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)CO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
84,COC[C@@]1([H])CN(C(=O)O1)C2=C/C=C(/OCC[C@@](O)([H])C([F])([F])[F])C=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
85,CCC1(C)CC(=O)NC(=O)C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
86,CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
87,CC(N(C/C1=C/N=C(/C)N=C1N)C=O)=C(CCO[P](O)(O)=O)[S]C(=O)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
88,CC(=O)N/C2=C/C=C(/OC(=O)C1=CC=C/C=C1/OC(C)=O)C=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
89,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC([H])(CC2)N3C(=O)NC4=CC=CC=C34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
90,O=C2C/N=C(/C1=C/C=CC=C1)C3=C(N2)[S]C=4CCCCC3=4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
91,CC(N(C/C1=C/N=C(/C)N=C1N)C=O)=C(CCOC(=O)C2=CC=CC=C2)[S]C(=O)C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
92,CN(C)(=O)CC/C=C2/C1=CC=CC=C1C=C/C3=C(/[Cl])C=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
93,C(C/C2=C/N(C/C1=C/C=CC=C1)C3=CC=CC=C23)C4=CC=NC=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
94,CCN(CC)C(=O)[C@@]3([H])CN2CCC1=CC(OC)=C(OC)C=C1[C@@]2([H])C[C@@]3([H])OC(C)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
95,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)OC([H])(C3=CC=CC=C3)C4=CC=CC=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
96,OC/C1=C/C=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
97,CN2CCC1=CC([Cl])=C(O)C=C1[C@@]([H])(C2)C3=CC([Br])=CC=4CCOC3=4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
98,CCOC(=O)C[C@@](O)([H])C[C@@](O)([H])C=C/C3=C(/C1=C/C=C(/[F])C=C1)C2=CC=CC=C2O[C@@]34CCCC4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
99,CC(C)([H])C(=O)O[C@@]3(C(=O)COC(C)=O)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
100,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(OC(=O)C5=CC=CC=C5)C(=O)CO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
101,O=C2C[C@@]1(CCCC1)CC(=O)N2CCNC[C@@]4([H])COC3=CC=CC=C3O4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
102,OC(=O)CCCC[C@@]1([H])[S]C[C@@]2([H])NC(=O)N[C@@]12[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
103,NC/C1=C/C=C/C=C1/[S]/C2=C/C=C/C=C2/CO,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
104,[F]/C1=C/C=C(C=C1)C(=O)CCCN5CCN4CC=3NC2=CC=CC=C2C=3C[C@@]4([H])C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
105,CC(N(C/C1=C/N=C(/C)N=C1N)C=O)=C(CCOC(=O)C2=CC=CC=C2)[S][S]C(CCOC(=O)C3=CC=CC=C3)=C(C)N(C/C4=C/N=C(/C)N=C4N)C=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
106,CC(=O)NCCC[C@@]([H])(NC(C)=O)C(O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
107,CCN1CCN(CC1)C4=CC(/C2=C/C=C(/[F])C=C2)=C3CCCCCCC3=N4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
108,CC[C@@]24CCN(C[C@@]1(O)CC1)[C@@]([H])(CC3=C/C=C(/O)C=C23)C4(C)C,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
109,CC1(C)OC(=O)NC2=C/C=C(/[Br])C=C12,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
110,[Br]/C3=C/C=C2NC(=O)C/N=C(/C1=C/C=CC=N1)C2=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
111,CC(C)([H])[C@@]([Br])([H])C(=O)NC(N)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
112,[Br]C([Br])([Br])[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
113,O[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=C/C=C(/[Br])C=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
114,C/C1=C/C([Br])=CC(C(N)=O)=C1O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
115,[Br]/C1=C/C=CC(=C1)[C@@]2([H])CC(=O)NC2=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
116,C/C3=N/N=C4C/N=C(/C1=C/C=C/C=C1/[Cl])C=2/C=C(/[Br])[S]C=2N34,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
117,N/C2=N/C=1N(CC[C@@](O)([H])CO)C=NC=1C(=O)N2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
118,CC(C)(C)C4=C/C=C(/CN1CCN(CC1)[C@@]([H])(C2=CC=CC=C2)C3=C/C=C(/[Cl])C=C3)C=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
119,CO[C@@]12CC[C@@]3(C[C@@]1([H])[C@@](C)(O)C(C)(C)C)[C@@]4([H])CC6=C/C=C(/O)C=7O[C@@]2([H])[C@@]3(CCN4C[C@@]5([H])CC5)C6=7,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
120,C[C@@]([H])(NC(C)(C)C)C(=O)C1=CC=CC([Cl])=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
121,OCCOC(=O)NC/C1=C/C=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
122,CC(=O)N/C1=C/C=C(/OC(C)(C)C)C=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
123,CC(C)(C)[C@@]5(O)CCN4C[C@@]2([H])C1=CC=CC=C1CCC3=CC=CC(=C23)[C@@]4([H])C5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
124,CCCC(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CCN(C)CC2)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
125,CCCC[C@@]([H])(CC)CNC(=O)C[C@@](C)(O)[H],SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
126,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(CCCC[C@@]12O)C3=C4)C[C@@]5([H])CCC5,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
127,CCNC(=O)N(CCCN(C)C)C(=O)[C@@]2([H])C[C@@]1([H])C=4C=CC=C3NC=C(C[C@@]1([H])N(CC=C)C2)C3=4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
128,C[C@@]([H])(NCCN1C=NC=2N(C)C(=O)N(C)C(=O)C1=2)[C@@](O)([H])C3=CC=CC=C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
129,CN(C)C(=O)O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2N(C)C3=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
130,CC1(C)[C@@]2([H])CC[C@@]1(C)C(=O)C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
131,CCCCC/C(=N/OCCN)C1=C/C=C(/C)C(N)=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
132,CCCC[S]/C1=C/C=C(C=C1)[C@@]([H])([S]CCN(C)C)C2=CC=CC=C2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
133,CC[C@@](C)([H])[C@@]([H])(CC)C(=O)NC(N)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
134,NC(=O)N2C1=CC=CC=C1C=CC3=CC=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
135,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
136,CN2C(=O)CN(C(N)=O)[C@@]([H])(C1=CC=CC=C1)C3=CC([Cl])=CC=C23,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
137,NC(=O)O[C@@]([H])(C#C)C1=CC=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
138,OC(=O)[C@@]1([H])CCN1[C@@]34CC2([H])C[C@@]([H])(C[C@@]([H])(C2)C3)C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
139,NC(=O)CN2CC1=CC=CC=C1OC2=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
140,CC(C)([H])NC(=O)O[C@@]2([H])CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
141,CCC(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CCN(CCO)CC2)C3=C4,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
142,N[S](=O)(=O)C1=CC=C(C=C1)C(O)=O,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
143,C[C@@](N)([H])C(=O)C1=CC=CC=C1,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
144,[Cl]/C1=C/C=C(C=C1)[C@@]3([H])CN(CC(=O)N2CCNC(=O)C2)C(=O)C3,SMILES,1,binary,admetSAR,BBB_binary,shen_2010,TRUE,FALSE
