external_id,SMILES,original_format_type,value,units,source,measurement_type,reference,is_open,is_predicted
12,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
13,C(Cl)Cl,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
14,C1N(C(CC2CCCCC12)C(NC(C)(C)C)=O)CC(C(Cc1ccccc1)NC(C(NC(c1nc2c(cccc2)cc1)=O)CC(N)=O)=O)O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
15,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
16,CCN1N=NN(CCN2CCC(CC2)(COC)N(C(=O)CC)c3ccccc3)C1=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
17,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
18,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
19,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCCCC3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
20,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
21,CCCC(C)C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
22,C[C@H](N)Cc1ccccc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
23,c1cc2c(cc(CC3=CNC(=NC3=O)NCCSCc3oc(cc3)CN(C)C)cc2)cc1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
24,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
25,CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
26,CCNC(=NC#N)NCCSCc1c(cccn1)Br,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
27,CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
28,CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
29,FC(F)(F)c1c(Cl)nc(N2CCNCC2)cc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
30,O.CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4)C(=O)C1=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
31,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
32,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
33,c1ccc(C(NCCCOc2cc(CN3CCCCC3)ccc2)=O)cc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
34,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
35,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
36,CCOC(=O)c1cncn1C(C)c2ccccc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
37,CN(C)c1cc(C2=NC(N)=NN2)ccn1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
38,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
39,IC1=C(N([H])[H])C=CC(C2=NC3=CC=C(O[H])C=C3S2)=C1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
40,O=C(C)Nc1cc(c2csc(N=C(N)N)n2)ccc1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
41,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
42,C[S](=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
43,c1ccc(cc1)c1csc(n1)N=C(N)N,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
44,CC(N)COc1c(C)cccc1C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
45,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
46,ClC1=CC=C(C2=C1)SC3=C(N2CCCNC)C=CC=C3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
47,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
48,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
49,n(ccc1)c(c1)CCN(C)C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
50,O=C1N(CCC1)CCCCN2CCN(CC2)c3cc(C(F)(F)F)ccn3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
51,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
52,c1(ccccc1)CC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
53,c1ccc(cc1N)c1csc(n1)N=C(N)N,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
54,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
55,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
56,ClC1=CC=C(SC(C=CC=C2)=C2N3CCCN)C3=C1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
57,CN(C)Cc1ccc(CSCCNC2=C([N+]([O-])=O)C(Cc3ccccc3)=CN2)o1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
58,CNC(=NC#N)Nc1cccc(c1)c1csc(n1)N=C(N)N,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
59,n(ccc1)c(c1)CCNC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
60,O=N([O-])C1=C(CN=C1NCCSCc2ncccc2)Cc3ccccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
61,[Cl-].CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.[H+],SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
62,c1(nc(NC(N)=[NH2])sc1)CSCCNC(=[NH]C#N)NC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
63,C1CCCCC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
64,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
65,CCC(NC(=O)c1c(c(nc2c1cccc2)c1ccccc1)C)c1ccccc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
66,ClC1=CC=CC(OC2CCN(CCC3CCCN3S(C4=CC(N([H])C=C5)=C5C=C4)(=O)=O)CC2)=C1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
67,CN(C)Cc1ccnc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)c1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
68,CNCCCC12CCC(c3ccccc13)c4ccccc24,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
69,N1(Cc2cc(OCCCNc3nccs3)ccc2)CCCCC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
70,OC(C)(C)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
71,[Na+].CO\N=C(C(=O)N[C@@H]1[C@@H]2SCC(=C(N2C1=O)C([O-])=O)COC(C)=O)\c3csc(N)n3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
72,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
73,C1CCCCC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
74,Cc1csc(n1)N=C(N)N,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
75,CCCN(CCc1c2c(c(cc1)O)NC(=O)C2)CCC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
76,Clc1cc2c(Oc3ccccc3C3CN(CC32)C)cc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
77,CN(C)Cc1oc(CSCCNC2C([N+]([O-])=O)=CC=N2)cc1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
78,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3occc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
79,N1(Cc2cc(OCCCNc3oc4ccccc4n3)ccc2)CCCCC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
80,OC12c3c(Oc4c(C)cccc4C2CN(CC1)C)cccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
81,[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
82,c12c(nc([nH]1)NC(OC)=O)cc(SCCC)cc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
83,c1cccn2c1nc(c2)CCN,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
84,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
85,CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
86,Clc1cc2c(Oc3ccccc3C3CNCC32)cc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
87,CN(CCC=C1c2ccccc2CCc2ccccc12)C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
88,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSC3=NC(=O)C(=O)NN3C)/c4csc(N)n4,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
89,N1(Cc2cccc(OCCCNc3ccccn3)c2)CCCCC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
90,OC12c3c(Oc4c(C)cccc4C2CNCC1)cccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
91,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
92,c12c3c(C(NC(C)=O)CCc2cc(c(c1OC)OC)OC)cc(=O)c(cc3)OC,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
93,C1CCN(CC1)Cc1cc(OCCCO)ccc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
94,Cc1ncsc1CCCl,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
95,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
96,ClCC(F)(F)F,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
97,CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
98,CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
99,NC(CC=C)c1ccccc1c2noc3c2cccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
100,OC1C(N2CCC1)=NC(C)=C(CCN3CCC(CC3)c4c5ccc(F)cc5on4)C2=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
101,CC(=O)Nc1ccc(O)cc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
102,CC(=O)Oc1ccccc1C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
103,O=C1N=CN=C2NNC=C12,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
104,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
105,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
106,CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
107,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
108,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
109,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
110,OC(=O)CCC(O)=O.FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCC5OCCCO5)CC4)c2c1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
111,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
112,O=C1Nc2ccccc2N1C3CCN(CCOc4ccccc4)CC3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
113,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
114,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
115,CN1CCCC(C1)CN2c3ccccc3Sc4ccccc24,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
116,NC1=NC(=O)C(O1)c2ccccc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
117,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
118,CCc1cc(ccn1)C(N)=S,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
119,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
120,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
121,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
122,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
123,NCC1(CCCCC1)CC(O)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
124,[Na+].CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C([O-])=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
125,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
126,Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
127,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
128,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
129,[Cl-].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O.[H+],SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
130,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
131,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
132,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
133,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
134,[Na+].Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C([O-])=O)nn1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
135,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
136,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
137,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
138,CN1CCN(CC1)C2=Nc3ccccc3Cc4ccccc24,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
139,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
140,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
141,C1CCN(CC1)C2(CCCCC2)c3ccccc3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
142,NNCCc1ccccc1.O[S](O)(=O)=O,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
143,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
144,NC(=O)OCCCc1ccccc1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
145,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
146,NCC(O)c1ccc(O)c(O)c1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
147,COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
148,Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
149,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CN=CNc23,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
150,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
151,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
152,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
153,CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
154,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
155,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
156,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
157,CC(C)(Oc1ccc(Cl)cc1)C(O)=O,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
158,Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
159,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
160,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,SMILES,0,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
161,OCC[C@@H]1CCN(CC\C=C2/c3ccc(F)cc3Sc4ccc(cc24)C(F)(F)F)CC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
162,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
163,OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
164,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,SMILES,1,binary,Martins2012,BBB_binary,martins_2012,TRUE,FALSE
